17,4,0,0,0,1,0,1,1,5,0,0
18,1,1,0,0,0,0,0,1,5,1,0
18,2,0,1,0,0,0,0,1,5,1,1
18,3,0,0,1,0,0,0,1,5,0,0
18,4,0,0,0,1,0,0,1,5,0,0
18,5,0,0,0,0,1,1,1,5,0,0
19,1,1,0,0,0,0,0,1,5,1,0
19,4,0,0,0,1,0,0,1,5,1,0
19,2,0,1,0,0,0,0,1,5,1,1
19,5,0,0,0,0,1,0,1,5,1,0
19,3,0,0,1,0,0,1,1,5,1,0
20,1,1,0,0,0,0,0,1,5,1,0
20,2,0,1,0,0,0,0,1,5,1,1
20,3,0,0,1,0,0,0,1,5,0,0
20,4,0,0,0,1,0,0,1,5,0,0
20,5,0,0,0,0,1,1,1,5,0,0
21,1,1,0,0,0,0,0,1,5,1,0
21,3,0,0,1,0,0,0,1,5,1,0
21,2,0,1,0,0,0,0,1,5,1,1
21,4,0,0,0,1,0,0,1,5,0,0
21,5,0,0,0,0,1,1,1,5,0,0
22,1,1,0,0,0,0,0,1,5,1,1
22,2,0,1,0,0,0,0,1,5,1,0
22,4,0,0,0,1,0,0,1,5,1,0
22,3,0,0,1,0,0,0,1,5,0,0
22,5,0,0,0,0,1,1,1,5,0,0
23,1,1,0,0,0,0,0,1,5,1,0
23,3,0,0,1,0,0,0,1,5,1,0
23,5,0,0,0,0,1,0,1,5,1,1
23,2,0,1,0,0,0,0,1,5,1,0
23,4,0,0,0,1,0,1,1,5,0,0
24,1,1,0,0,0,0,0,1,5,1,0
24,5,0,0,0,0,1,0,1,5,1,1
24,4,0,0,0,1,0,0,1,5,0,0
24,3,0,0,1,0,0,0,1,5,0,0
24,2,0,1,0,0,0,1,1,5,0,0
25,1,1,0,0,0,0,0,1,5,1,0
25,3,0,0,1,0,0,0,1,5,1,0
25,2,0,1,0,0,0,0,1,5,1,1
25,4,0,0,0,1,0,0,1,5,0,0
25,5,0,0,0,0,1,1,1,5,0,0
26,1,1,0,0,0,0,0,1,5,1,0
26,2,0,1,0,0,0,0,1,5,1,1
26,4,0,0,0,1,0,0,1,5,1,0
26,3,0,0,1,0,0,0,1,5,1,0
26,5,0,0,0,0,1,1,1,5,0,0
27,1,1,0,0,0,0,0,1,5,1,0
27,3,0,0,1,0,0,0,1,5,1,1
27,5,0,0,0,0,1,0,1,5,0,0
27,2,0,1,0,0,0,0,1,5,0,0
27,4,0,0,0,1,0,1,1,5,0,0
28,1,1,0,0,0,0,0,1,5,1,0
28,5,0,0,0,0,1,0,1,5,1,0
28,3,0,0,1,0,0,0,1,5,1,1
28,4,0,0,0,1,0,0,1,5,1,0
28,2,0,1,0,0,0,1,1,5,0,0
29,1,1,0,0,0,0,0,1,5,1,0
29,3,0,0,1,0,0,0,1,5,1,0
29,4,0,0,0,1,0,0,1,5,1,0
29,2,0,1,0,0,0,0,1,5,1,1
29,5,0,0,0,0,1,1,1,5,1,0
30,1,1,0,0,0,0,0,1,5,1,0
30,3,0,0,1,0,0,0,1,5,1,0
30,4,0,0,0,1,0,0,1,5,1,1
30,2,0,1,0,0,0,0,1,5,0,0
30,5,0,0,0,0,1,1,1,5,0,0
31,1,1,0,0,0,0,0,1,5,1,0
31,2,0,1,0,0,0,0,1,5,1,1
31,4,0,0,0,1,0,0,1,5,1,0
31,5,0,0,0,0,1,0,1,5,0,0
31,3,0,0,1,0,0,1,1,5,0,0
32,1,1,0,0,0,0,0,1,5,1,0
32,5,0,0,0,0,1,0,1,5,1,1
32,3,0,0,1,0,0,0,1,5,1,0
32,2,0,1,0,0,0,0,1,5,0,0
32,4,0,0,0,1,0,1,1,5,0,0
33,1,1,0,0,0,0,0,1,5,1,0
33,3,0,0,1,0,0,0,1,5,1,0
33,2,0,1,0,0,0,0,1,5,1,0
33,5,0,0,0,0,1,0,1,5,1,1
33,4,0,0,0,1,0,1,1,5,0,0
34,1,1,0,0,0,0,0,1,5,1,0
34,4,0,0,0,1,0,0,1,5,1,1
34,3,0,0,1,0,0,0,1,5,1,0
34,2,0,1,0,0,0,0,1,5,0,0
34,5,0,0,0,0,1,1,1,5,0,0
35,1,1,0,0,0,0,0,0,5,1,1
35,4,0,0,0,1,0,0,0,5,0,0
35,2,0,1,0,0,0,0,0,5,0,0
35,3,0,0,1,0,0,0,0,5,0,0
35,5,0,0,0,0,1,1,0,5,0,0
36,1,1,0,0,0,0,0,1,5,1,0
36,2,0,1,0,0,0,0,1,5,1,0
36,3,0,0,1,0,0,0,1,5,1,1
36,4,0,0,0,1,0,0,1,5,0,0
36,5,0,0,0,0,1,1,1,5,0,0
37,1,1,0,0,0,0,0,1,5,1,0
37,5,0,0,0,0,1,0,1,5,1,0
37,2,0,1,0,0,0,0,1,5,1,1
37,4,0,0,0,1,0,0,1,5,1,0
37,3,0,0,1,0,0,1,1,5,0,0
38,1,1,0,0,0,0,0,1,5,1,0
38,3,0,0,1,0,0,0,1,5,1,0
38,2,0,1,0,0,0,0,1,5,1,1
38,4,0,0,0,1,0,0,1,5,1,0
38,5,0,0,0,0,1,1,1,5,0,0
39,1,1,0,0,0,0,0,1,5,1,0
39,4,0,0,0,1,0,0,1,5,1,0
39,2,0,1,0,0,0,0,1,5,1,0
39,3,0,0,1,0,0,0,1,5,1,1
39,5,0,0,0,0,1,1,1,5,0,0
40,1,1,0,0,0,0,0,1,5,1,0
40,4,0,0,0,1,0,0,1,5,1,1
40,2,0,1,0,0,0,0,1,5,1,0
40,3,0,0,1,0,0,0,1,5,0,0
40,5,0,0,0,0,1,1,1,5,0,0
41,1,1,0,0,0,0,0,1,5,1,0
41,2,0,1,0,0,0,0,1,5,1,1
41,4,0,0,0,1,0,0,1,5,1,0
41,3,0,0,1,0,0,0,1,5,0,0
41,5,0,0,0,0,1,1,1,5,0,0
42,1,1,0,0,0,0,0,1,5,1,0
42,2,0,1,0,0,0,0,1,5,1,1
42,3,0,0,1,0,0,0,1,5,0,0
42,5,0,0,0,0,1,0,1,5,0,0
42,4,0,0,0,1,0,1,1,5,0,0
43,1,1,0,0,0,0,0,1,5,1,0
43,5,0,0,0,0,1,0,1,5,1,1
43,3,0,0,1,0,0,0,1,5,1,0
43,4,0,0,0,1,0,0,1,5,1,0
43,2,0,1,0,0,0,1,1,5,1,0
44,1,1,0,0,0,0,0,1,5,1,1
44,3,0,0,1,0,0,0,1,5,1,0
44,5,0,0,0,0,1,0,1,5,1,0
44,2,0,1,0,0,0,0,1,5,1,0
44,4,0,0,0,1,0,1,1,5,1,0
45,1,1,0,0,0,0,0,1,5,1,0
45,4,0,0,0,1,0,0,1,5,1,1
45,2,0,1,0,0,0,0,1,5,0,0
45,5,0,0,0,0,1,0,1,5,0,0
45,3,0,0,1,0,0,1,1,5,0,0
46,1,1,0,0,0,0,0,1,5,1,0
46,4,0,0,0,1,0,0,1,5,1,0
46,3,0,0,1,0,0,0,1,5,1,1
46,5,0,0,0,0,1,0,1,5,1,0
46,2,0,1,0,0,0,1,1,5,1,0
47,1,1,0,0,0,0,0,1,5,1,0
47,4,0,0,0,1,0,0,1,5,1,0
47,2,0,1,0,0,0,0,1,5,1,1
47,3,0,0,1,0,0,0,1,5,0,0
47,5,0,0,0,0,1,1,1,5,0,0
48,1,1,0,0,0,0,0,1,5,1,0
48,4,0,0,0,1,0,0,1,5,1,1
48,2,0,1,0,0,0,0,1,5,0,0
48,3,0,0,1,0,0,0,1,5,0,0
48,5,0,0,0,0,1,1,1,5,0,0
49,1,1,0,0,0,0,0,1,5,1,0
49,2,0,1,0,0,0,0,1,5,1,0
49,3,0,0,1,0,0,0,1,5,1,1
49,5,0,0,0,0,1,0,1,5,0,0
49,4,0,0,0,1,0,1,1,5,0,0
50,1,1,0,0,0,0,0,1,5,1,0
50,2,0,1,0,0,0,0,1,5,1,1
50,5,0,0,0,0,1,0,1,5,0,0
50,3,0,0,1,0,0,0,1,5,0,0
50,4,0,0,0,1,0,1,1,5,0,0
51,1,1,0,0,0,0,0,1,5,1,1
51,4,0,0,0,1,0,0,1,5,1,0
51,3,0,0,1,0,0,0,1,5,1,0
51,2,0,1,0,0,0,0,1,5,0,0
51,5,0,0,0,0,1,1,1,5,0,0
52,1,1,0,0,0,0,0,1,5,1,0
52,5,0,0,0,0,1,0,1,5,1,1
52,2,0,1,0,0,0,0,1,5,0,0
52,4,0,0,0,1,0,0,1,5,0,0
52,3,0,0,1,0,0,1,1,5,0,0
53,1,1,0,0,0,0,0,1,5,1,0
53,2,0,1,0,0,0,0,1,5,1,1
53,5,0,0,0,0,1,0,1,5,1,0
53,3,0,0,1,0,0,0,1,5,1,0
53,4,0,0,0,1,0,1,1,5,0,0
54,1,1,0,0,0,0,0,1,5,1,0
54,2,0,1,0,0,0,0,1,5,1,0
54,5,0,0,0,0,1,0,1,5,1,1
54,3,0,0,1,0,0,0,1,5,1,0
54,4,0,0,0,1,0,1,1,5,1,0
55,1,1,0,0,0,0,0,1,5,1,0
55,2,0,1,0,0,0,0,1,5,1,1
55,3,0,0,1,0,0,0,1,5,1,0
55,4,0,0,0,1,0,0,1,5,0,0
55,5,0,0,0,0,1,1,1,5,0,0
56,1,1,0,0,0,0,0,1,5,1,0
56,4,0,0,0,1,0,0,1,5,1,0
56,2,0,1,0,0,0,0,1,5,1,0
56,5,0,0,0,0,1,0,1,5,1,1
56,3,0,0,1,0,0,1,1,5,0,0
57,1,1,0,0,0,0,0,1,5,1,0
57,5,0,0,0,0,1,0,1,5,1,1
57,4,0,0,0,1,0,0,1,5,1,0
57,3,0,0,1,0,0,0,1,5,0,0
57,2,0,1,0,0,0,1,1,5,0,0
58,1,1,0,0,0,0,0,1,5,1,0
58,2,0,1,0,0,0,0,1,5,1,1
58,3,0,0,1,0,0,0,1,5,1,0
58,4,0,0,0,1,0,0,1,5,1,0
58,5,0,0,0,0,1,1,1,5,1,0
59,1,1,0,0,0,0,0,1,5,1,0
59,4,0,0,0,1,0,0,1,5,1,1
59,5,0,0,0,0,1,0,1,5,1,0
59,3,0,0,1,0,0,0,1,5,0,0
59,2,0,1,0,0,0,1,1,5,0,0
60,1,1,0,0,0,0,0,1,5,1,0
60,3,0,0,1,0,0,0,1,5,1,0
60,4,0,0,0,1,0,0,1,5,1,0
60,2,0,1,0,0,0,0,1,5,1,1
60,5,0,0,0,0,1,1,1,5,0,0
61,1,1,0,0,0,0,0,1,5,1,0
61,3,0,0,1,0,0,0,1,5,1,1
61,2,0,1,0,0,0,0,1,5,0,0
61,4,0,0,0,1,0,0,1,5,0,0
61,5,0,0,0,0,1,1,1,5,0,0
62,1,1,0,0,0,0,0,1,5,1,0
62,2,0,1,0,0,0,0,1,5,1,1
62,3,0,0,1,0,0,0,1,5,0,0
62,4,0,0,0,1,0,0,1,5,0,0
62,5,0,0,0,0,1,1,1,5,0,0
63,1,1,0,0,0,0,0,1,5,1,0
63,2,0,1,0,0,0,0,1,5,1,1
63,3,0,0,1,0,0,0,1,5,0,0
63,4,0,0,0,1,0,0,1,5,0,0
63,5,0,0,0,0,1,1,1,5,0,0
64,1,1,0,0,0,0,0,1,5,1,0
64,2,0,1,0,0,0,0,1,5,1,1
64,3,0,0,1,0,0,0,1,5,1,0
64,4,0,0,0,1,0,0,1,5,1,0
64,5,0,0,0,0,1,1,1,5,0,0
65,1,1,0,0,0,0,0,1,5,1,0
65,3,0,0,1,0,0,0,1,5,1,1
65,2,0,1,0,0,0,0,1,5,0,0
65,5,0,0,0,0,1,0,1,5,0,0
65,4,0,0,0,1,0,1,1,5,0,0
66,1,1,0,0,0,0,0,1,5,1,0
66,2,0,1,0,0,0,0,1,5,1,1
66,5,0,0,0,0,1,0,1,5,0,0
66,3,0,0,1,0,0,0,1,5,0,0
66,4,0,0,0,1,0,1,1,5,0,0
67,1,1,0,0,0,0,0,1,5,1,0
67,2,0,1,0,0,0,0,1,5,1,1
67,3,0,0,1,0,0,0,1,5,0,0
67,5,0,0,0,0,1,0,1,5,0,0
67,4,0,0,0,1,0,1,1,5,0,0
68,1,1,0,0,0,0,0,1,5,1,0
68,3,0,0,1,0,0,0,1,5,1,0
68,4,0,0,0,1,0,0,1,5,1,0
68,2,0,1,0,0,0,0,1,5,1,0
68,5,0,0,0,0,1,1,1,5,1,1
69,1,1,0,0,0,0,0,1,5,1,0
69,3,0,0,1,0,0,0,1,5,1,1
69,2,0,1,0,0,0,0,1,5,1,0
69,4,0,0,0,1,0,0,1,5,0,0
69,5,0,0,0,0,1,1,1,5,0,0
70,1,1,0,0,0,0,0,1,5,1,0
70,4,0,0,0,1,0,0,1,5,1,0
70,5,0,0,0,0,1,0,1,5,1,0
70,2,0,1,0,0,0,0,1,5,1,1
70,3,0,0,1,0,0,1,1,5,0,0
71,1,1,0,0,0,0,0,1,5,1,0
71,2,0,1,0,0,0,0,1,5,1,1
71,3,0,0,1,0,0,0,1,5,0,0
71,5,0,0,0,0,1,0,1,5,0,0
71,4,0,0,0,1,0,1,1,5,0,0
72,1,1,0,0,0,0,0,1,5,1,0
72,4,0,0,0,1,0,0,1,5,1,1
72,2,0,1,0,0,0,0,1,5,0,0
72,3,0,0,1,0,0,0,1,5,0,0
72,5,0,0,0,0,1,1,1,5,0,0
73,1,1,0,0,0,0,0,1,5,1,0
73,3,0,0,1,0,0,0,1,5,1,0
73,5,0,0,0,0,1,0,1,5,1,1
73,4,0,0,0,1,0,0,1,5,0,0
73,2,0,1,0,0,0,1,1,5,0,0
74,1,1,0,0,0,0,0,1,5,1,0
74,3,0,0,1,0,0,0,1,5,1,1
74,2,0,1,0,0,0,0,1,5,0,0
74,5,0,0,0,0,1,0,1,5,0,0
74,4,0,0,0,1,0,1,1,5,0,0
75,1,1,0,0,0,0,0,1,5,1,0
75,2,0,1,0,0,0,0,1,5,1,1
75,4,0,0,0,1,0,0,1,5,0,0
75,3,0,0,1,0,0,0,1,5,0,0
75,5,0,0,0,0,1,1,1,5,0,0
76,1,1,0,0,0,0,0,1,5,1,0
76,2,0,1,0,0,0,0,1,5,1,1
76,5,0,0,0,0,1,0,1,5,0,0
76,3,0,0,1,0,0,0,1,5,0,0
76,4,0,0,0,1,0,1,1,5,0,0
77,1,1,0,0,0,0,0,1,5,1,0
77,3,0,0,1,0,0,0,1,5,1,1
77,4,0,0,0,1,0,0,1,5,1,0
77,2,0,1,0,0,0,0,1,5,1,0
77,5,0,0,0,0,1,1,1,5,0,0
78,1,1,0,0,0,0,0,1,5,1,0
78,5,0,0,0,0,1,0,1,5,1,1
78,4,0,0,0,1,0,0,1,5,1,0
78,3,0,0,1,0,0,0,1,5,1,0
78,2,0,1,0,0,0,1,1,5,1,0
79,1,1,0,0,0,0,0,1,5,1,0
79,5,0,0,0,0,1,0,1,5,1,1
79,3,0,0,1,0,0,0,1,5,0,0
79,2,0,1,0,0,0,0,1,5,0,0
79,4,0,0,0,1,0,1,1,5,0,0
80,1,1,0,0,0,0,0,1,5,1,0
80,2,0,1,0,0,0,0,1,5,1,1
80,5,0,0,0,0,1,0,1,5,0,0
80,4,0,0,0,1,0,0,1,5,0,0
80,3,0,0,1,0,0,1,1,5,0,0
81,1,1,0,0,0,0,0,1,5,1,0
81,3,0,0,1,0,0,0,1,5,1,1
81,4,0,0,0,1,0,0,1,5,0,0
81,2,0,1,0,0,0,0,1,5,0,0
81,5,0,0,0,0,1,1,1,5,0,0
82,1,1,0,0,0,0,0,1,5,1,0
82,3,0,0,1,0,0,0,1,5,1,1
82,5,0,0,0,0,1,0,1,5,0,0
82,4,0,0,0,1,0,0,1,5,0,0
82,2,0,1,0,0,0,1,1,5,0,0
83,1,1,0,0,0,0,0,1,5,1,0
83,5,0,0,0,0,1,0,1,5,1,1
83,4,0,0,0,1,0,0,1,5,1,0
83,3,0,0,1,0,0,0,1,5,0,0
83,2,0,1,0,0,0,1,1,5,0,0
84,1,1,0,0,0,0,0,1,5,1,0
84,2,0,1,0,0,0,0,1,5,1,1
84,4,0,0,0,1,0,0,1,5,1,0
84,3,0,0,1,0,0,0,1,5,1,0
84,5,0,0,0,0,1,1,1,5,0,0
85,1,1,0,0,0,0,0,1,5,1,0
85,3,0,0,1,0,0,0,1,5,1,1
85,2,0,1,0,0,0,0,1,5,1,0
85,4,0,0,0,1,0,0,1,5,0,0
85,5,0,0,0,0,1,1,1,5,0,0
86,1,1,0,0,0,0,0,1,5,1,0
86,2,0,1,0,0,0,0,1,5,1,1
86,3,0,0,1,0,0,0,1,5,1,0
86,4,0,0,0,1,0,0,1,5,0,0
86,5,0,0,0,0,1,1,1,5,0,0
87,1,1,0,0,0,0,0,1,5,1,0
87,4,0,0,0,1,0,0,1,5,1,1
87,5,0,0,0,0,1,0,1,5,0,0
87,2,0,1,0,0,0,0,1,5,0,0
87,3,0,0,1,0,0,1,1,5,0,0
88,1,1,0,0,0,0,0,1,5,1,0
88,5,0,0,0,0,1,0,1,5,1,1
88,3,0,0,1,0,0,0,1,5,0,0
88,4,0,0,0,1,0,0,1,5,0,0
88,2,0,1,0,0,0,1,1,5,0,0
89,1,1,0,0,0,0,0,1,5,1,0
89,2,0,1,0,0,0,0,1,5,1,1
89,5,0,0,0,0,1,0,1,5,0,0
89,4,0,0,0,1,0,0,1,5,0,0
89,3,0,0,1,0,0,1,1,5,0,0
90,1,1,0,0,0,0,0,1,5,1,0
90,4,0,0,0,1,0,0,1,5,1,1
90,2,0,1,0,0,0,0,1,5,1,0
90,3,0,0,1,0,0,0,1,5,0,0
90,5,0,0,0,0,1,1,1,5,0,0
91,1,1,0,0,0,0,0,1,5,1,0
91,3,0,0,1,0,0,0,1,5,1,0
91,2,0,1,0,0,0,0,1,5,1,1
91,5,0,0,0,0,1,0,1,5,0,0
91,4,0,0,0,1,0,1,1,5,0,0
92,1,1,0,0,0,0,0,1,5,1,0
92,4,0,0,0,1,0,0,1,5,1,0
92,2,0,1,0,0,0,0,1,5,1,0
92,5,0,0,0,0,1,0,1,5,1,0
92,3,0,0,1,0,0,1,1,5,1,1
93,1,1,0,0,0,0,0,1,5,1,0
93,2,0,1,0,0,0,0,1,5,1,1
93,4,0,0,0,1,0,0,1,5,0,0
93,3,0,0,1,0,0,0,1,5,0,0
93,5,0,0,0,0,1,1,1,5,0,0
94,1,1,0,0,0,0,0,1,5,1,0
94,3,0,0,1,0,0,0,1,5,1,1
94,4,0,0,0,1,0,0,1,5,1,0
94,2,0,1,0,0,0,0,1,5,1,0
94,5,0,0,0,0,1,1,1,5,0,0
95,1,1,0,0,0,0,0,1,5,1,0
95,2,0,1,0,0,0,0,1,5,1,0
95,5,0,0,0,0,1,0,1,5,1,1
95,3,0,0,1,0,0,0,1,5,0,0
95,4,0,0,0,1,0,1,1,5,0,0
96,1,1,0,0,0,0,0,1,5,1,0
96,3,0,0,1,0,0,0,1,5,1,1
96,2,0,1,0,0,0,0,1,5,0,0
96,5,0,0,0,0,1,0,1,5,0,0
96,4,0,0,0,1,0,1,1,5,0,0
97,1,1,0,0,0,0,0,1,5,1,0
97,4,0,0,0,1,0,0,1,5,1,0
97,3,0,0,1,0,0,0,1,5,1,1
97,2,0,1,0,0,0,0,1,5,0,0
97,5,0,0,0,0,1,1,1,5,0,0
98,1,1,0,0,0,0,0,1,5,1,0
98,2,0,1,0,0,0,0,1,5,1,1
98,5,0,0,0,0,1,0,1,5,0,0
98,3,0,0,1,0,0,0,1,5,0,0
98,4,0,0,0,1,0,1,1,5,0,0
99,1,1,0,0,0,0,0,1,5,1,0
99,3,0,0,1,0,0,0,1,5,1,0
99,2,0,1,0,0,0,0,1,5,1,1
99,4,0,0,0,1,0,0,1,5,1,0
99,5,0,0,0,0,1,1,1,5,1,0
100,1,1,0,0,0,0,0,1,5,1,0
100,2,0,1,0,0,0,0,1,5,1,1
100,3,0,0,1,0,0,0,1,5,1,0
100,4,0,0,0,1,0,0,1,5,0,0
100,5,0,0,0,0,1,1,1,5,0,0
101,1,1,0,0,0,0,0,1,5,1,0
101,2,0,1,0,0,0,0,1,5,1,1
101,5,0,0,0,0,1,0,1,5,1,0
101,3,0,0,1,0,0,0,1,5,1,0
101,4,0,0,0,1,0,1,1,5,0,0
102,1,1,0,0,0,0,0,1,5,1,0
102,3,0,0,1,0,0,0,1,5,1,1
102,2,0,1,0,0,0,0,1,5,0,0
102,5,0,0,0,0,1,0,1,5,0,0
102,4,0,0,0,1,0,1,1,5,0,0
103,1,1,0,0,0,0,0,1,5,1,0
103,3,0,0,1,0,0,0,1,5,1,1
103,2,0,1,0,0,0,0,1,5,1,0
103,4,0,0,0,1,0,0,1,5,0,0
103,5,0,0,0,0,1,1,1,5,0,0
104,1,1,0,0,0,0,0,1,5,1,0
104,4,0,0,0,1,0,0,1,5,1,1
104,5,0,0,0,0,1,0,1,5,0,0
104,2,0,1,0,0,0,0,1,5,0,0
104,3,0,0,1,0,0,1,1,5,0,0
105,1,1,0,0,0,0,0,1,5,1,0
105,5,0,0,0,0,1,0,1,5,1,1
105,3,0,0,1,0,0,0,1,5,0,0
105,2,0,1,0,0,0,0,1,5,0,0
105,4,0,0,0,1,0,1,1,5,0,0
106,1,1,0,0,0,0,0,1,5,1,0
106,2,0,1,0,0,0,0,1,5,1,0
106,5,0,0,0,0,1,0,1,5,1,1
106,4,0,0,0,1,0,0,1,5,0,0
106,3,0,0,1,0,0,1,1,5,0,0
107,1,1,0,0,0,0,0,1,5,1,1
107,4,0,0,0,1,0,0,1,5,1,0
107,2,0,1,0,0,0,0,1,5,1,0
107,3,0,0,1,0,0,0,1,5,1,0
107,5,0,0,0,0,1,1,1,5,1,0
108,1,1,0,0,0,0,0,1,5,1,0
108,3,0,0,1,0,0,0,1,5,1,0
108,2,0,1,0,0,0,0,1,5,1,1
108,5,0,0,0,0,1,0,1,5,1,0
108,4,0,0,0,1,0,1,1,5,0,0
109,1,1,0,0,0,0,0,1,5,1,0
109,2,0,1,0,0,0,0,1,5,1,1
109,5,0,0,0,0,1,0,1,5,1,0
109,3,0,0,1,0,0,0,1,5,0,0
109,4,0,0,0,1,0,1,1,5,0,0
110,1,1,0,0,0,0,0,1,5,1,0
110,3,0,0,1,0,0,0,1,5,1,1
110,5,0,0,0,0,1,0,1,5,0,0
110,2,0,1,0,0,0,0,1,5,0,0
110,4,0,0,0,1,0,1,1,5,0,0
111,1,1,0,0,0,0,0,1,5,1,0
111,2,0,1,0,0,0,0,1,5,1,1
111,3,0,0,1,0,0,0,1,5,0,0
111,5,0,0,0,0,1,0,1,5,0,0
111,4,0,0,0,1,0,1,1,5,0,0
112,1,1,0,0,0,0,0,1,5,1,0
112,3,0,0,1,0,0,0,1,5,1,1
112,2,0,1,0,0,0,0,1,5,1,0
112,5,0,0,0,0,1,0,1,5,0,0
112,4,0,0,0,1,0,1,1,5,0,0
113,1,1,0,0,0,0,0,1,5,1,0
113,4,0,0,0,1,0,0,1,5,1,1
113,3,0,0,1,0,0,0,1,5,1,0
113,2,0,1,0,0,0,0,1,5,1,0
113,5,0,0,0,0,1,1,1,5,0,0
114,1,1,0,0,0,0,0,1,5,1,0
114,5,0,0,0,0,1,0,1,5,1,1
114,2,0,1,0,0,0,0,1,5,0,0
114,3,0,0,1,0,0,0,1,5,0,0
114,4,0,0,0,1,0,1,1,5,0,0
115,1,1,0,0,0,0,0,1,5,1,0
115,2,0,1,0,0,0,0,1,5,1,0
115,3,0,0,1,0,0,0,1,5,1,1
115,4,0,0,0,1,0,0,1,5,0,0
115,5,0,0,0,0,1,1,1,5,0,0
116,1,1,0,0,0,0,0,1,5,1,1
116,3,0,0,1,0,0,0,1,5,1,0
116,5,0,0,0,0,1,0,1,5,1,0
116,2,0,1,0,0,0,0,1,5,1,0
116,4,0,0,0,1,0,1,1,5,0,0
117,1,1,0,0,0,0,0,1,5,1,0
117,5,0,0,0,0,1,0,1,5,1,0
117,2,0,1,0,0,0,0,1,5,1,1
